variant_slug,support,support_slug,Canal,periodicite_print,diffusion_print,format_print,Visites par mois Web,Pages vues par mois Web,Nombre d'envois NL,tarif_brut,tarif_net
livres-hebdo::nl,LIVRES HEBDO,livres-hebdo,NL,,,,,,5,3500 €,2975 €
maisons-et-travaux-pro::nl,MAISONS ET TRAVAUX PRO,maisons-et-travaux-pro,NL,,,,,,1,725 €,616 €
metal-flash::nl,METAL FLASH,metal-flash,NL,,,,,,1,780 €,663 €
monde-de-l-epicerie-fine::nl,MONDE DE L'EPICERIE FINE,monde-de-l-epicerie-fine,NL,,,,,,1,1350 €,1148 €
my-rh-line::nl,MY RH LINE,my-rh-line,NL,,,,,,1,3000 €,2550 €
option-finance::nl,OPTION FINANCE,option-finance,NL,,,,,,5,5538 €,4708 €
points-de-vente::nl,POINTS DE VENTE,points-de-vente,NL,,,,,,4,3500 €,2975 €
process-alimentaire::nl,PROCESS ALIMENTAIRE,process-alimentaire,NL,,,,,,2,2560 €,2176 €
produits-de-la-mer::nl,PRODUITS DE LA MER,produits-de-la-mer,NL,,,,,,1,2190 €,1862 €
profession-cgp::nl,PROFESSION CGP,profession-cgp,NL,,,,,,1,750 €,638 €
rayon-boissons::nl,RAYON BOISSONS,rayon-boissons,NL,,,,,,2,2800 €,2380 €
recyclage::nl,RECYCLAGE,recyclage,NL,,,,,,1,2600 €,2210 €
revue-banque::nl,REVUE BANQUE,revue-banque,NL,,,,,,1,1300 €,1105 €
ria-la-revue-de-l-industrie-agroalimentaire::nl,RIA (LA REVUE DE L'INDUSTRIE AGROALIMENTAIRE),ria-la-revue-de-l-industrie-agroalimentaire,NL,,,,,,1,1850 €,1573 €
rvi::nl,RVI,rvi,NL,,,,,,1,1500 €,1275 €
silicon::nl,SILICON,silicon,NL,,,,,,1,725 €,616 €
snacking::nl,SNACKING,snacking,NL,,,,,,1,706 €,600 €
snpden::nl,SNPDEN,snpden,NL,,,,,,1,1350 €,1148 €
strategie-logistique::nl,STRATEGIE LOGISTIQUE,strategie-logistique,NL,,,,,,1,700 €,595 €
strategies::nl,STRATEGIES,strategies,NL,,,,,,1,1852 €,1574 €
technic-baie::nl,TECHNIC' BAIE,technic-baie,NL,,,,,,1,780 €,663 €
techniques-ingenieur::nl,TECHNIQUES INGENIEUR,techniques-ingenieur,NL,,,,,,1,1231 €,1046 €
terre-net-france-agricole-web-agri-materiel-agricole::nl,TERRE NET + FRANCE AGRICOLE + WEB AGRI + MATERIEL AGRICOLE,terre-net-france-agricole-web-agri-materiel-agricole,NL,,,,,,1,630 €,536 €
terre-net::nl,TERRE NET,terre-net,NL,,,,,,1,630 €,536 €
transport-info::nl,TRANSPORT INFO,transport-info,NL,,,,,,1,1900 €,1615 €
univers-habitat::nl,UNIVERS HABITAT,univers-habitat,NL,,,,,,1,1231 €,1046 €
verre-menuiserie-actualites::nl,VERRE & MENUISERIE ACTUALITES,verre-menuiserie-actualites,NL,,,,,,1,1059 €,900 €
village-justice::nl,VILLAGE-JUSTICE,village-justice,NL,,,,,,1,1000 €,850 €
village-notaires::nl,VILLAGE-NOTAIRES,village-notaires,NL,,,,,,1,300 €,255 €
weka::nl,WEKA,weka,NL,,,,,,1,1100 €,935 €
